city,postcode,living_space,rooms,rent,description,year_built,floor,rent_per_sqm,scam_label,city_tier
Munich,80333,70.3,2.2,980.0,Green surroundings with garden access.,1951,0,13.94,0,1
Munich,81669,115.6,3.4,2104.0,Moderne Wohnung mit Fußbodenheizung.,1917,5,18.2,0,1
Cologne,50676,97.5,3.6,979.0,Altbauwohnung mit hohen Decken und Parkettboden.,1900,3,10.04,0,2
Munich,80539,136.8,4.3,2616.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1925,0,19.12,0,1
Stuttgart,70188,75.0,3.0,887.0,Bright apartment with great views of the city.,1934,1,11.83,0,1
Stuttgart,70178,69.2,1.9,519.0,Payment required before viewing. Keys will be mailed to you.,2024,1,7.5,1,1
Cologne,50672,28.2,1.0,600.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2007,4,21.26,0,2
Stuttgart,70173,95.6,2.8,913.0,"I am currently abroad, please send deposit via Western Union before viewing.",1917,8,9.55,1,1
Stuttgart,70182,81.8,2.5,670.0,URGENT: Must rent immediately. Wire transfer required before keys.,1919,5,8.2,1,1
Frankfurt,60311,145.1,5.2,4186.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1900,5,28.85,0,1
Cologne,50672,90.0,3.0,2150.0,Altbauwohnung mit hohen Decken und Parkettboden.,1980,4,23.89,0,2
Essen,45130,41.2,1.4,443.0,Green surroundings with garden access.,1957,4,10.75,0,4
Cologne,50670,51.8,1.6,530.0,Bright apartment with great views of the city.,1939,2,10.23,0,2
Stuttgart,70180,79.5,2.3,2252.0,Green surroundings with garden access.,1934,6,28.33,0,1
Essen,45130,46.3,1.2,282.0,Moderne Wohnung mit Fußbodenheizung.,1941,0,6.09,0,4
Frankfurt,60316,95.3,3.6,2054.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1986,4,21.55,0,1
Stuttgart,70173,116.0,3.9,1994.0,"Quiet neighborhood, perfect for families.",1979,1,17.19,0,1
Hamburg,20148,65.5,2.4,2024.0,Green surroundings with garden access.,2016,8,30.9,0,2
Stuttgart,70180,51.9,1.4,1100.0,Newly built apartment with underground parking.,2018,8,21.19,0,1
Cologne,50667,106.0,3.4,1124.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1948,4,10.6,0,2
Essen,45134,139.4,4.9,867.0,Close to university and city center.,1929,8,6.22,0,4
Leipzig,04177,92.2,2.9,593.0,"Quiet neighborhood, perfect for families.",1971,3,6.43,0,3
Hannover,30161,130.6,4.2,569.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1905,6,4.36,1,3
Düsseldorf,40215,71.5,2.1,1273.0,Newly built apartment with underground parking.,1988,5,17.8,0,2
Dortmund,44137,53.8,1.9,501.0,Sonnige Südausrichtung mit großer Terrasse.,1979,6,9.31,0,4
Nuremberg,90403,124.3,4.1,1144.0,Modern renovated apartment near public transport.,1932,5,9.2,0,3
Duisburg,47059,122.5,3.9,467.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1901,1,3.81,1,4
Hannover,30167,42.7,1.1,395.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1965,4,9.25,0,3
Hamburg,20144,58.3,1.7,812.0,Frisch saniert mit neuer Küche und Bad.,2004,6,13.93,0,2
Nuremberg,90403,40.5,1.6,767.0,Bright apartment with great views of the city.,1982,2,18.93,0,3
Frankfurt,60311,56.6,2.1,802.0,Newly built apartment with underground parking.,1938,2,14.17,0,1
Dresden,01069,87.5,3.2,954.0,"Quiet neighborhood, perfect for families.",1965,4,10.9,0,3
Hannover,30161,134.5,5.0,1412.0,Modern renovated apartment near public transport.,1994,5,10.5,0,3
Frankfurt,60322,98.0,3.2,2242.0,Moderne Wohnung mit Fußbodenheizung.,1978,2,22.88,0,1
Hannover,30163,56.4,1.4,614.0,Close to university and city center.,1903,8,10.89,0,3
Essen,45130,42.1,1.8,398.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2007,1,9.45,0,4
Frankfurt,60322,90.8,3.2,1393.0,Bright apartment with great views of the city.,1901,5,15.34,0,1
Berlin,10117,76.5,2.9,1206.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1950,1,15.76,0,2
Frankfurt,60325,45.0,1.5,986.0,Bright apartment with great views of the city.,1905,4,21.91,0,1
Frankfurt,60311,89.0,2.9,3107.0,"Quiet neighborhood, perfect for families.",1926,4,34.91,0,1
Berlin,10963,42.1,1.8,641.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1935,7,15.23,0,2
Leipzig,04179,103.5,3.5,616.0,Sonnige Südausrichtung mit großer Terrasse.,2011,8,5.95,0,3
Munich,80469,126.8,4.1,1273.0,"Cannot meet in person, will send keys by mail after payment.",1955,3,10.04,1,1
Frankfurt,60322,58.7,2.0,1352.0,Sonnige Südausrichtung mit großer Terrasse.,2024,0,23.03,0,1
Berlin,10243,105.1,4.0,1293.0,Moderne Wohnung mit Fußbodenheizung.,1967,3,12.3,0,2
Hannover,30169,39.6,1.3,650.0,Moderne Wohnung mit Fußbodenheizung.,2013,1,16.42,0,3
Duisburg,47059,55.1,2.1,435.0,Frisch saniert mit neuer Küche und Bad.,2018,1,7.89,0,4
Dortmund,44145,42.6,1.5,375.0,Green surroundings with garden access.,1917,4,8.8,0,4
Düsseldorf,40217,31.2,1.0,406.0,Sonnige Südausrichtung mit großer Terrasse.,1943,1,13.01,0,2
Duisburg,47051,142.1,4.6,1169.0,Close to university and city center.,1984,7,8.23,0,4
Essen,45131,99.3,3.0,913.0,Frisch saniert mit neuer Küche und Bad.,2024,1,9.19,0,4
Leipzig,04109,35.4,1.7,248.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1983,0,7.01,0,3
Düsseldorf,40217,111.4,3.9,2626.0,Close to university and city center.,1963,4,23.57,0,2
Duisburg,47055,111.9,3.9,649.0,Altbauwohnung mit hohen Decken und Parkettboden.,1959,7,5.8,0,4
Cologne,50670,41.4,1.7,201.0,URGENT: Must rent immediately. Wire transfer required before keys.,1962,7,4.86,1,2
Stuttgart,70180,139.3,5.1,2182.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1951,4,15.66,0,1
Berlin,10179,57.2,1.7,1122.0,Well-maintained building with elevator.,2000,3,19.62,0,2
Cologne,50667,95.1,3.4,2028.0,Moderne Wohnung mit Fußbodenheizung.,1917,8,21.32,0,2
Dresden,01067,105.1,3.5,652.0,Well-maintained building with elevator.,1928,1,6.2,0,3
Hannover,30163,127.1,4.4,1355.0,Green surroundings with garden access.,1931,1,10.66,0,3
Hannover,30161,31.2,1.3,297.0,Sonnige Südausrichtung mit großer Terrasse.,1911,2,9.52,0,3
Hamburg,20095,68.8,2.0,988.0,Close to university and city center.,1981,1,14.36,0,2
Duisburg,47058,56.6,2.2,98.0,I won the lottery and leaving Germany. Quick decision needed.,1907,0,1.73,1,4
Dresden,01099,69.9,2.1,1100.0,Green surroundings with garden access.,1981,4,15.74,0,3
Frankfurt,60311,52.7,2.1,786.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1925,0,14.91,0,1
Cologne,50672,97.4,3.4,989.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",2020,6,10.16,1,2
Nuremberg,90408,146.6,5.1,832.0,My company is relocating me abroad. Send first month rent to reserve.,1909,3,5.68,1,3
Cologne,50672,149.4,4.6,1482.0,Well-maintained building with elevator.,1941,3,9.92,0,2
Düsseldorf,40213,26.5,1.0,179.0,I won the lottery and leaving Germany. Quick decision needed.,1956,6,6.77,1,2
Dresden,01099,79.9,3.0,739.0,Sonnige Südausrichtung mit großer Terrasse.,1975,3,9.25,0,3
Leipzig,04107,124.9,3.9,1523.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2020,3,12.19,0,3
Frankfurt,60311,40.6,1.6,955.0,"Quiet neighborhood, perfect for families.",1960,2,23.52,0,1
Essen,45130,64.0,2.0,418.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1970,8,6.53,0,4
Düsseldorf,40217,121.1,4.4,2156.0,Newly built apartment with underground parking.,1920,8,17.8,0,2
Munich,81669,33.2,1.2,1477.0,Green surroundings with garden access.,2002,6,44.5,0,1
Hannover,30161,134.6,4.2,2392.0,Newly built apartment with underground parking.,1969,4,17.77,0,3
Cologne,50674,100.5,3.4,1101.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1938,0,10.96,0,2
Berlin,10178,67.4,2.6,501.0,"Cannot meet in person, will send keys by mail after payment.",2007,1,7.44,1,2
Berlin,10119,95.9,2.9,1945.0,Altbauwohnung mit hohen Decken und Parkettboden.,2016,8,20.28,0,2
Hamburg,20144,50.7,1.3,792.0,Sonnige Südausrichtung mit großer Terrasse.,1954,3,15.62,0,2
Duisburg,47053,139.7,4.2,1696.0,Newly built apartment with underground parking.,2002,2,12.14,0,4
Hannover,30163,94.9,3.2,660.0,Green surroundings with garden access.,1917,0,6.95,0,3
Essen,45127,94.4,3.3,844.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2015,2,8.94,0,4
Düsseldorf,40210,106.7,3.9,1244.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1999,8,11.66,0,2
Düsseldorf,40213,50.0,1.4,711.0,Newly built apartment with underground parking.,2021,3,14.22,0,2
Leipzig,04107,147.8,5.1,1518.0,Green surroundings with garden access.,1905,1,10.27,0,3
Duisburg,47053,66.2,2.6,310.0,"Quiet neighborhood, perfect for families.",1917,2,4.68,0,4
Dortmund,44141,82.1,2.9,625.0,Moderne Wohnung mit Fußbodenheizung.,1947,2,7.61,0,4
Leipzig,04103,41.8,1.0,571.0,Modern renovated apartment near public transport.,1910,8,13.67,0,3
Leipzig,04179,122.0,3.7,697.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2000,2,5.71,0,3
Hannover,30167,102.9,3.2,747.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1942,3,7.26,0,3
Duisburg,47055,46.4,1.3,454.0,Bright apartment with great views of the city.,2023,2,9.78,0,4
Frankfurt,60316,118.8,3.5,1936.0,Sonnige Südausrichtung mit großer Terrasse.,1914,3,16.3,0,1
Hannover,30165,82.3,2.3,708.0,Frisch saniert mit neuer Küche und Bad.,1981,2,8.6,0,3
Stuttgart,70186,28.8,1.0,823.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1930,3,28.57,0,1
Frankfurt,60311,76.1,2.5,2153.0,Altbauwohnung mit hohen Decken und Parkettboden.,1943,1,28.29,0,1
Hamburg,20095,130.2,4.1,2011.0,Green surroundings with garden access.,1943,6,15.45,0,2
Berlin,10178,41.8,1.7,611.0,Close to university and city center.,1927,3,14.62,0,2
Frankfurt,60318,102.0,2.9,1793.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1909,5,17.58,0,1
Cologne,50676,110.9,3.2,1017.0,"Quiet neighborhood, perfect for families.",1983,0,9.17,0,2
Hannover,30163,146.8,4.4,1342.0,Sonnige Südausrichtung mit großer Terrasse.,1938,3,9.14,0,3
Hannover,30169,27.0,1.3,86.0,URGENT: Must rent immediately. Wire transfer required before keys.,1936,4,3.19,1,3
Nuremberg,90419,66.3,2.3,1489.0,Bright apartment with great views of the city.,2017,1,22.46,0,3
Cologne,50674,49.9,1.9,747.0,Close to university and city center.,1952,1,14.97,0,2
Dresden,01109,84.6,3.0,413.0,Too good to be true? It's real! Just send deposit first.,1997,3,4.88,1,3
Düsseldorf,40210,138.3,4.8,2347.0,Green surroundings with garden access.,1984,7,16.97,0,2
Essen,45128,56.0,2.0,551.0,Modern renovated apartment near public transport.,2010,5,9.84,0,4
Essen,45131,78.7,3.0,617.0,Frisch saniert mit neuer Küche und Bad.,1929,7,7.84,0,4
Hannover,30161,87.6,3.2,1243.0,Moderne Wohnung mit Fußbodenheizung.,1953,0,14.18,0,3
Munich,81667,34.4,1.4,1073.0,Newly built apartment with underground parking.,1913,3,31.19,0,1
Nuremberg,90419,27.8,1.0,380.0,"Quiet neighborhood, perfect for families.",1952,0,13.69,0,3
Düsseldorf,40213,130.7,4.5,1280.0,Well-maintained building with elevator.,1952,5,9.79,0,2
Hamburg,20148,53.8,1.8,327.0,URGENT: Must rent immediately. Wire transfer required before keys.,1931,2,6.08,1,2
Leipzig,04179,122.9,3.6,853.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1936,2,6.94,0,3
Berlin,10117,131.3,4.8,3410.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1929,7,25.97,0,2
Leipzig,04103,33.7,1.5,611.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2006,4,18.12,0,3
Duisburg,47059,105.0,3.7,799.0,"Quiet neighborhood, perfect for families.",1997,8,7.61,0,4
Essen,45133,94.4,3.4,1235.0,Well-maintained building with elevator.,1976,3,13.08,0,4
Leipzig,04179,91.9,3.0,626.0,Frisch saniert mit neuer Küche und Bad.,1985,1,6.81,0,3
Duisburg,47059,136.4,4.8,647.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2004,1,4.74,0,4
Hamburg,20097,74.0,2.7,1108.0,Moderne Wohnung mit Fußbodenheizung.,1935,0,14.97,0,2
Dortmund,44145,133.1,4.7,256.0,My company is relocating me abroad. Send first month rent to reserve.,1949,3,1.92,1,4
Hannover,30165,129.5,3.8,1206.0,Close to university and city center.,1944,7,9.31,0,3
Cologne,50668,147.2,4.9,2394.0,Altbauwohnung mit hohen Decken und Parkettboden.,1976,4,16.26,0,2
Munich,80331,104.7,3.1,4133.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1973,6,39.47,0,1
Frankfurt,60322,129.5,4.7,2948.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1991,6,22.76,0,1
Düsseldorf,40217,45.5,1.1,229.0,My company is relocating me abroad. Send first month rent to reserve.,2006,3,5.02,1,2
Dresden,01069,93.4,2.8,874.0,Frisch saniert mit neuer Küche und Bad.,1987,7,9.36,0,3
Munich,80333,64.3,2.4,1097.0,Close to university and city center.,1932,4,17.06,0,1
Düsseldorf,40210,112.5,3.8,1112.0,Sonnige Südausrichtung mit großer Terrasse.,1913,4,9.88,0,2
Dortmund,44137,100.0,2.8,941.0,Green surroundings with garden access.,1948,5,9.41,0,4
Leipzig,04179,53.6,2.2,323.0,Newly built apartment with underground parking.,1943,4,6.03,0,3
Berlin,10119,111.4,3.2,1396.0,Modern renovated apartment near public transport.,1900,7,12.53,0,2
Duisburg,47057,86.1,3.2,672.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1912,8,7.8,0,4
Duisburg,47059,144.7,4.8,742.0,Moderne Wohnung mit Fußbodenheizung.,1982,2,5.13,0,4
Essen,45130,85.8,2.4,1007.0,Modern renovated apartment near public transport.,1988,3,11.74,0,4
Hamburg,20097,133.5,4.3,2864.0,Altbauwohnung mit hohen Decken und Parkettboden.,1900,0,21.46,0,2
Hamburg,20148,146.9,4.7,957.0,Payment required before viewing. Keys will be mailed to you.,1973,4,6.51,1,2
Essen,45134,62.5,2.2,458.0,Sonnige Südausrichtung mit großer Terrasse.,2008,8,7.33,0,4
Dortmund,44145,61.0,2.5,163.0,Payment required before viewing. Keys will be mailed to you.,1931,4,2.67,1,4
Hannover,30165,57.8,1.6,450.0,Too good to be true? It's real! Just send deposit first.,1963,7,7.78,1,3
Berlin,10119,63.4,1.6,1040.0,"Quiet neighborhood, perfect for families.",1913,3,16.4,0,2
Düsseldorf,40213,52.9,2.0,734.0,Newly built apartment with underground parking.,1981,1,13.88,0,2
Frankfurt,60318,132.6,4.4,1903.0,Bright apartment with great views of the city.,1917,3,14.35,0,1
Berlin,10243,89.7,2.9,1278.0,Sonnige Südausrichtung mit großer Terrasse.,1931,3,14.25,0,2
Leipzig,04177,124.1,4.2,393.0,"I am currently abroad, please send deposit via Western Union before viewing.",1965,0,3.17,1,3
Düsseldorf,40217,83.9,2.6,1241.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1984,6,14.79,0,2
Nuremberg,90419,73.0,2.6,904.0,Altbauwohnung mit hohen Decken und Parkettboden.,2020,3,12.38,0,3
Frankfurt,60322,126.7,4.1,2390.0,Close to university and city center.,1950,3,18.86,0,1
Berlin,10115,91.5,3.5,478.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1959,0,5.22,1,2
Dresden,01099,41.4,1.5,694.0,Sonnige Südausrichtung mit großer Terrasse.,2020,5,16.77,0,3
Berlin,10963,29.6,1.0,797.0,Frisch saniert mit neuer Küche und Bad.,1987,8,26.93,0,2
Berlin,10115,44.0,1.9,742.0,Well-maintained building with elevator.,1917,7,16.86,0,2
Düsseldorf,40211,71.6,2.9,1981.0,"Quiet neighborhood, perfect for families.",1992,5,27.67,0,2
Essen,45128,43.7,1.9,336.0,Frisch saniert mit neuer Küche und Bad.,2015,5,7.69,0,4
Duisburg,47053,37.5,1.6,471.0,Frisch saniert mit neuer Küche und Bad.,1924,5,12.57,0,4
Hannover,30165,116.6,3.7,1039.0,Newly built apartment with underground parking.,1991,1,8.91,0,3
Frankfurt,60311,57.6,1.5,1159.0,Sonnige Südausrichtung mit großer Terrasse.,1957,8,20.12,0,1
Dortmund,44135,68.0,2.1,471.0,Modern renovated apartment near public transport.,1963,8,6.93,0,4
Frankfurt,60311,56.9,2.2,1237.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2013,2,21.74,0,1
Stuttgart,70182,54.2,1.5,1445.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2023,7,26.65,0,1
Dortmund,44141,134.8,4.4,2198.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1991,5,16.3,0,4
Dortmund,44141,75.8,2.2,206.0,Payment required before viewing. Keys will be mailed to you.,1973,1,2.72,1,4
Frankfurt,60311,135.3,4.3,2627.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1955,8,19.42,0,1
Berlin,10963,74.6,2.3,1222.0,Well-maintained building with elevator.,1965,4,16.38,0,2
Frankfurt,60322,35.1,1.0,621.0,"Quiet neighborhood, perfect for families.",1938,0,17.69,0,1
Cologne,50674,79.0,2.3,1341.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1995,8,16.97,0,2
Berlin,10115,64.4,1.9,928.0,Moderne Wohnung mit Fußbodenheizung.,1907,8,14.41,0,2
Berlin,10115,138.1,4.3,2246.0,Altbauwohnung mit hohen Decken und Parkettboden.,1921,7,16.26,0,2
Leipzig,04177,50.4,1.8,283.0,Frisch saniert mit neuer Küche und Bad.,1949,0,5.62,0,3
Munich,80335,81.9,2.7,1669.0,Frisch saniert mit neuer Küche und Bad.,1984,1,20.38,0,1
Frankfurt,60322,125.2,3.9,2203.0,Moderne Wohnung mit Fußbodenheizung.,1978,7,17.6,0,1
Berlin,10963,71.3,2.0,1142.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1928,1,16.02,0,2
Duisburg,47051,132.0,4.5,946.0,Modern renovated apartment near public transport.,1980,4,7.17,0,4
Berlin,10243,134.6,4.2,1585.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1901,1,11.78,0,2
Munich,81669,57.4,1.9,384.0,Too good to be true? It's real! Just send deposit first.,1916,1,6.69,1,1
Nuremberg,90403,133.6,4.1,1497.0,Modern renovated apartment near public transport.,1902,3,11.21,0,3
Berlin,10178,56.8,1.9,712.0,Moderne Wohnung mit Fußbodenheizung.,2013,3,12.54,0,2
Hannover,30167,107.6,4.0,1234.0,Frisch saniert mit neuer Küche und Bad.,2013,3,11.47,0,3
Dresden,01069,30.2,1.0,142.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,2015,1,4.71,1,3
Dortmund,44135,141.8,4.8,455.0,"I am currently abroad, please send deposit via Western Union before viewing.",1960,8,3.21,1,4
Munich,80331,59.5,1.7,915.0,Sonnige Südausrichtung mit großer Terrasse.,1924,5,15.38,0,1
Frankfurt,60322,53.9,1.4,564.0,URGENT: Must rent immediately. Wire transfer required before keys.,1923,8,10.47,1,1
Leipzig,04177,96.3,3.6,537.0,My company is relocating me abroad. Send first month rent to reserve.,1977,0,5.58,1,3
Stuttgart,70188,62.0,1.8,1489.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1921,8,24.02,0,1
Leipzig,04179,83.2,2.4,738.0,Modern renovated apartment near public transport.,1986,3,8.87,0,3
Essen,45134,77.9,2.5,586.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1962,0,7.52,0,4
Düsseldorf,40211,55.4,2.3,826.0,Bright apartment with great views of the city.,2000,8,14.91,0,2
Hamburg,20148,90.0,3.4,1446.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1971,0,16.07,0,2
Düsseldorf,40217,83.9,2.8,1422.0,Frisch saniert mit neuer Küche und Bad.,1981,4,16.95,0,2
Cologne,50670,39.5,1.2,519.0,Close to university and city center.,1993,1,13.14,0,2
Leipzig,04103,85.7,3.0,467.0,Modern renovated apartment near public transport.,1945,3,5.45,0,3
Frankfurt,60313,94.7,3.2,2346.0,Sonnige Südausrichtung mit großer Terrasse.,2014,1,24.77,0,1
Nuremberg,90409,109.5,3.2,1186.0,Green surroundings with garden access.,1954,8,10.83,0,3
Düsseldorf,40215,88.0,3.4,1121.0,Newly built apartment with underground parking.,1929,1,12.74,0,2
Hannover,30169,118.2,4.1,2005.0,Sonnige Südausrichtung mit großer Terrasse.,1965,0,16.96,0,3
Leipzig,04105,62.1,1.7,674.0,Close to university and city center.,1976,6,10.85,0,3
Munich,81667,72.1,2.5,1897.0,Altbauwohnung mit hohen Decken und Parkettboden.,1903,0,26.3,0,1
Essen,45133,63.8,1.7,789.0,Frisch saniert mit neuer Küche und Bad.,2002,7,12.36,0,4
Stuttgart,70173,123.1,3.8,2316.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1937,1,18.81,0,1
Hannover,30159,103.0,3.2,800.0,Well-maintained building with elevator.,1928,8,7.77,0,3
Cologne,50667,45.2,1.9,743.0,Well-maintained building with elevator.,2005,6,16.44,0,2
Leipzig,04177,143.8,4.5,941.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1905,4,6.54,0,3
Dresden,01109,118.1,3.6,923.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1998,7,7.82,0,3
Nuremberg,90419,59.2,1.6,743.0,Well-maintained building with elevator.,1982,1,12.55,0,3
Dresden,01067,58.9,2.3,437.0,Altbauwohnung mit hohen Decken und Parkettboden.,1921,0,7.42,0,3
Hamburg,20148,116.1,4.3,960.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2015,4,8.27,1,2
Leipzig,04177,42.3,1.5,668.0,Sonnige Südausrichtung mit großer Terrasse.,2021,1,15.79,0,3
Düsseldorf,40213,99.4,3.3,1077.0,Modern renovated apartment near public transport.,1917,2,10.84,0,2
Cologne,50676,136.0,4.6,2914.0,Altbauwohnung mit hohen Decken und Parkettboden.,1950,6,21.43,0,2
Nuremberg,90409,28.4,1.0,487.0,Close to university and city center.,1978,6,17.13,0,3
Dresden,01099,38.2,1.3,312.0,Bright apartment with great views of the city.,1957,3,8.17,0,3
Cologne,50670,48.3,1.5,614.0,Close to university and city center.,1933,8,12.71,0,2
Cologne,50676,92.2,3.0,1573.0,Newly built apartment with underground parking.,2019,2,17.06,0,2
Stuttgart,70173,110.9,3.5,1930.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1949,6,17.4,0,1
Hamburg,20095,117.6,3.8,2035.0,Altbauwohnung mit hohen Decken und Parkettboden.,1951,4,17.3,0,2
Duisburg,47051,103.8,3.6,705.0,Modern renovated apartment near public transport.,2019,6,6.79,0,4
Leipzig,04107,74.7,2.5,276.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1942,0,3.69,1,3
Munich,81669,83.5,2.5,2155.0,Modern renovated apartment near public transport.,1939,4,25.81,0,1
Berlin,10115,140.3,4.7,1399.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1925,4,9.97,0,2
Essen,45128,131.7,4.0,1407.0,Close to university and city center.,1901,8,10.68,0,4
Duisburg,47057,32.6,1.5,213.0,Frisch saniert mit neuer Küche und Bad.,1926,4,6.53,0,4
Stuttgart,70178,57.4,1.6,1257.0,Newly built apartment with underground parking.,2004,6,21.9,0,1
Duisburg,47051,102.3,3.8,600.0,Newly built apartment with underground parking.,1964,1,5.87,0,4
Hannover,30161,60.8,1.9,738.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1994,0,12.14,0,3
Duisburg,47059,78.4,2.7,581.0,Frisch saniert mit neuer Küche und Bad.,1986,7,7.41,0,4
Berlin,10963,116.6,4.1,1453.0,Bright apartment with great views of the city.,1988,5,12.46,0,2
Duisburg,47051,83.3,3.0,171.0,My company is relocating me abroad. Send first month rent to reserve.,2000,3,2.06,1,4
Leipzig,04109,86.5,2.7,1180.0,Newly built apartment with underground parking.,1932,4,13.65,0,3
Berlin,10178,59.5,2.1,692.0,Sonnige Südausrichtung mit großer Terrasse.,1907,3,11.63,0,2
Stuttgart,70186,41.3,1.8,544.0,Well-maintained building with elevator.,1939,3,13.17,0,1
Hannover,30165,68.8,2.3,732.0,"Quiet neighborhood, perfect for families.",1929,5,10.64,0,3
Leipzig,04107,84.1,2.8,548.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1985,6,6.52,0,3
Frankfurt,60316,79.8,3.1,1121.0,Green surroundings with garden access.,1971,3,14.05,0,1
Stuttgart,70182,137.7,4.8,1918.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1936,8,13.93,0,1
Leipzig,04107,107.4,3.7,873.0,Bright apartment with great views of the city.,1937,8,8.13,0,3
Düsseldorf,40217,105.6,4.0,2823.0,Sonnige Südausrichtung mit großer Terrasse.,1965,5,26.73,0,2
Hamburg,20148,38.5,1.0,225.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2017,7,5.83,1,2
Duisburg,47055,123.1,3.8,565.0,Bright apartment with great views of the city.,1910,6,4.59,0,4
Munich,80335,55.6,2.1,1272.0,Well-maintained building with elevator.,1940,1,22.88,0,1
Hamburg,20095,42.7,1.5,496.0,Modern renovated apartment near public transport.,1914,3,11.62,0,2
Hannover,30161,46.4,1.4,531.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2010,2,11.44,0,3
Nuremberg,90402,97.3,3.1,1201.0,Newly built apartment with underground parking.,1969,4,12.34,0,3
Munich,80539,80.1,2.7,1741.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1970,7,21.74,0,1
Duisburg,47059,80.5,2.8,144.0,My company is relocating me abroad. Send first month rent to reserve.,1959,0,1.79,1,4
Nuremberg,90409,81.9,2.5,973.0,Well-maintained building with elevator.,1965,3,11.88,0,3
Stuttgart,70188,139.3,4.6,1013.0,Payment required before viewing. Keys will be mailed to you.,1929,8,7.27,1,1
Essen,45128,55.3,2.0,331.0,Green surroundings with garden access.,1964,0,5.99,0,4
Munich,80333,78.7,2.7,2462.0,Sonnige Südausrichtung mit großer Terrasse.,1977,6,31.28,0,1
Dortmund,44145,129.7,4.1,465.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1911,4,3.58,1,4
Duisburg,47057,125.8,4.7,629.0,Modern renovated apartment near public transport.,1930,2,5.0,0,4
